No,Age,Education,Industry,Experience ,Marital Status,Own House,Dependents,Income,Loan Affordability
29955,52,Doctorate,Manufacturing,30,SINGLE,YES,3,98771.21255,NO
29957,54,Master,Defense ,33,SINGLE,NO,3,64771.21255,YES
29963,48,Master,Pharmaceutical ,27,SINGLE,NO,0,83771.21255,NO
29965,49,No schooling,Financial services ,31,MARRIED,YES,1,83771.21255,YES
29977,32,Doctorate,Software ,10,DIVORCED,YES,1,76771.21255,YES
29991,31,High School,Hospitality ,12,DIVORCED,YES,3,88771.21255,NO
29992,40,No schooling,Entertainment ,22,DIVORCED,NO,3,66771.21255,YES
29996,39,No schooling,Defense ,21,MARRIED,NO,3,64771.21255,YES
30001,38,Bachelor,Financial services ,18,MARRIED,NO,3,72771.21255,NO
30002,45,Doctorate,Manufacturing,23,SINGLE,NO,1,94771.21255,NO
30006,49,Doctorate,Steel ,27,MARRIED,YES,2,87771.21255,YES
30007,48,Master,Transport ,27,MARRIED,YES,3,87771.21255,NO
30010,29,Bachelor,Defense ,9,MARRIED,YES,0,77771.21255,NO
30019,37,Bachelor,Petroleum ,17,DIVORCED,YES,3,87771.21255,YES
30020,42,Master,Pharmaceutical ,21,DIVORCED,YES,2,84771.21255,YES
30022,34,Master,Pharmaceutical ,13,MARRIED,NO,2,80771.21255,NO
30030,31,Doctorate,Manufacturing,9,SINGLE,YES,3,81771.21255,NO
30032,29,Master,Defense ,8,DIVORCED,NO,0,95771.21255,YES
30038,42,Master,Pharmaceutical ,21,SINGLE,NO,2,73771.21255,NO
30040,48,No schooling,Financial services ,30,SINGLE,YES,0,88771.21255,YES
30052,40,Doctorate,Software ,18,SINGLE,YES,2,86771.21255,YES
30066,42,High School,Hospitality ,23,SINGLE,NO,0,85771.21255,NO
30067,30,No schooling,Entertainment ,12,MARRIED,YES,3,72771.21255,NO
30071,49,No schooling,Defense ,31,MARRIED,NO,3,78771.21255,NO
30076,26,Bachelor,Financial services ,6,SINGLE,NO,0,80771.21255,YES
30077,53,Doctorate,Manufacturing,31,SINGLE,NO,2,82771.21255,NO
30081,28,Doctorate,Steel ,6,SINGLE,YES,2,93771.21255,YES
30082,26,Master,Transport ,5,SINGLE,YES,3,67771.21255,YES
30085,38,Bachelor,Defense ,18,SINGLE,YES,1,83771.21255,YES
30094,55,Bachelor,Petroleum ,35,SINGLE,NO,2,73771.21255,YES
30095,36,Master,Pharmaceutical ,15,SINGLE,YES,3,79771.21255,YES
30097,42,Master,Pharmaceutical ,21,SINGLE,NO,3,74771.21255,YES
30105,31,Doctorate,Manufacturing,9,SINGLE,NO,1,92771.21255,YES
30107,35,Master,Defense ,14,SINGLE,NO,0,96771.21255,NO
30113,53,Master,Pharmaceutical ,32,SINGLE,YES,0,75771.21255,YES
30115,55,No schooling,Financial services ,37,MARRIED,NO,1,71771.21255,NO
30127,31,Doctorate,Software ,9,MARRIED,YES,0,66771.21255,NO
30141,31,High School,Hospitality ,12,SINGLE,YES,3,70771.21255,NO
30142,50,No schooling,Entertainment ,32,SINGLE,NO,1,82771.21255,YES
30146,48,No schooling,Defense ,30,MARRIED,YES,3,66771.21255,YES
30151,25,Bachelor,Financial services ,5,SINGLE,NO,2,90771.21255,YES
30152,48,Doctorate,Manufacturing,26,MARRIED,YES,1,93771.21255,NO
30156,46,Doctorate,Steel ,24,SINGLE,NO,3,84771.21255,YES
30157,46,Master,Transport ,25,SINGLE,YES,3,77771.21255,YES
30160,29,Bachelor,Defense ,9,SINGLE,YES,1,61771.21255,NO
30169,34,Bachelor,Petroleum ,14,MARRIED,NO,2,60771.21255,NO
30170,53,Master,Pharmaceutical ,32,MARRIED,YES,1,88771.21255,NO
30172,47,Master,Pharmaceutical ,26,SINGLE,NO,3,71771.21255,YES
30180,40,Doctorate,Manufacturing,18,SINGLE,NO,0,101771.2125,YES
30182,35,Master,Defense ,14,MARRIED,YES,1,94771.21255,NO
30188,43,Master,Pharmaceutical ,22,SINGLE,NO,2,91771.21255,NO
30190,45,No schooling,Financial services ,27,SINGLE,YES,0,88771.21255,NO
30202,49,Doctorate,Software ,27,SINGLE,NO,2,104771.2125,YES
30216,25,High School,Hospitality ,6,SINGLE,YES,2,93771.21255,YES
30217,50,No schooling,Entertainment ,32,SINGLE,YES,0,73771.21255,NO
30221,54,No schooling,Defense ,36,SINGLE,YES,1,61771.21255,YES
30226,30,Bachelor,Financial services ,10,SINGLE,YES,2,65771.21255,NO
30227,44,Doctorate,Manufacturing,22,SINGLE,NO,0,90771.21255,YES
30231,52,Doctorate,Steel ,30,SINGLE,YES,3,94771.21255,NO
30232,38,Master,Transport ,17,SINGLE,YES,1,83771.21255,NO
30235,38,Bachelor,Defense ,18,SINGLE,YES,2,81771.21255,NO
30244,53,Bachelor,Petroleum ,33,SINGLE,NO,3,66771.21255,NO
30245,30,Master,Pharmaceutical ,9,SINGLE,NO,3,90771.21255,NO
30247,53,Master,Pharmaceutical ,32,MARRIED,NO,3,71771.21255,NO
30255,34,Doctorate,Manufacturing,12,MARRIED,NO,3,101771.2125,NO
30257,53,Master,Defense ,32,SINGLE,YES,0,82771.21255,NO
30263,47,Master,Pharmaceutical ,26,MARRIED,NO,1,93771.21255,NO
30265,25,No schooling,Financial services ,7,SINGLE,YES,3,89771.21255,NO
30277,55,Doctorate,Software ,33,SINGLE,YES,3,93771.21255,NO
30291,48,High School,Hospitality ,29,SINGLE,YES,2,62771.21255,YES
30292,29,No schooling,Entertainment ,11,SINGLE,YES,2,62771.21255,YES
30296,26,No schooling,Defense ,8,MARRIED,NO,1,84771.21255,NO
30301,46,Bachelor,Financial services ,26,SINGLE,NO,1,90771.21255,NO
30302,50,Doctorate,Manufacturing,28,MARRIED,YES,3,83771.21255,NO
30306,26,Doctorate,Steel ,4,MARRIED,YES,3,73771.21255,NO
30307,42,Master,Transport ,21,SINGLE,YES,2,89771.21255,YES
30310,27,Bachelor,Defense ,7,SINGLE,YES,0,93771.21255,YES
30319,50,Bachelor,Petroleum ,30,SINGLE,NO,0,62771.21255,NO
30320,26,Master,Pharmaceutical ,5,SINGLE,YES,2,88771.21255,YES
30322,50,Master,Pharmaceutical ,29,SINGLE,YES,2,86771.21255,NO
30330,25,Doctorate,Manufacturing,3,MARRIED,YES,3,90771.21255,YES
30332,51,Master,Defense ,30,SINGLE,YES,3,84771.21255,NO
30338,53,Master,Pharmaceutical ,32,SINGLE,YES,3,68771.21255,YES
30340,32,No schooling,Financial services ,14,SINGLE,NO,2,55771.21255,NO
30352,46,Doctorate,Software ,24,MARRIED,YES,0,97771.21255,NO
30366,36,High School,Hospitality ,17,MARRIED,YES,1,68771.21255,NO
30367,40,No schooling,Entertainment ,22,SINGLE,YES,1,80771.21255,YES
30371,47,No schooling,Defense ,29,SINGLE,YES,3,65771.21255,YES
30376,29,Bachelor,Financial services ,9,SINGLE,NO,1,88771.21255,NO
30377,47,Doctorate,Manufacturing,25,SINGLE,YES,3,72771.21255,NO
30381,32,Doctorate,Steel ,10,MARRIED,YES,1,80771.21255,YES
30382,43,Master,Transport ,22,SINGLE,NO,3,86771.21255,NO
30385,31,Bachelor,Defense ,11,MARRIED,YES,0,67771.21255,NO
30394,54,Bachelor,Petroleum ,34,SINGLE,YES,2,68771.21255,YES
30395,36,Master,Pharmaceutical ,15,MARRIED,YES,0,67771.21255,NO
30397,44,Master,Pharmaceutical ,23,SINGLE,NO,3,87771.21255,YES
30405,25,Doctorate,Manufacturing,3,SINGLE,NO,2,94771.21255,YES
30407,51,Master,Defense ,30,MARRIED,NO,1,88771.21255,YES
30413,55,Master,Pharmaceutical ,34,SINGLE,NO,3,81771.21255,YES
30415,34,No schooling,Financial services ,16,MARRIED,NO,0,76771.21255,YES
30427,55,Doctorate,Software ,33,SINGLE,YES,3,67771.21255,YES
30441,25,High School,Hospitality ,6,SINGLE,YES,1,66771.21255,YES
30442,46,No schooling,Entertainment ,28,SINGLE,YES,2,91771.21255,YES
30446,43,No schooling,Defense ,25,MARRIED,NO,1,86771.21255,YES
30451,54,Bachelor,Financial services ,34,SINGLE,YES,1,74771.21255,NO
30452,27,Doctorate,Manufacturing,5,SINGLE,NO,1,85771.21255,YES
30456,29,Doctorate,Steel ,7,MARRIED,YES,2,75771.21255,YES
30457,41,Master,Transport ,20,SINGLE,NO,0,69771.21255,YES
30460,45,Bachelor,Defense ,25,MARRIED,NO,1,86771.21255,NO
30469,44,Bachelor,Petroleum ,24,SINGLE,YES,3,91771.21255,NO
30470,35,Master,Pharmaceutical ,14,SINGLE,NO,2,79771.21255,YES
30472,33,Master,Pharmaceutical ,12,SINGLE,NO,2,80771.21255,YES
30480,28,Doctorate,Manufacturing,6,SINGLE,YES,3,101771.2125,NO
30482,52,Master,Defense ,31,MARRIED,YES,0,79771.21255,YES
30488,45,Master,Pharmaceutical ,24,SINGLE,YES,3,69771.21255,YES
30490,35,No schooling,Financial services ,17,SINGLE,NO,0,66771.21255,NO
30502,52,Doctorate,Software ,30,SINGLE,YES,1,67771.21255,YES
30516,53,High School,Hospitality ,34,SINGLE,NO,1,80771.21255,YES
30517,50,No schooling,Entertainment ,32,MARRIED,NO,0,80771.21255,YES
30521,48,No schooling,Defense ,30,SINGLE,NO,1,86771.21255,YES
30526,44,Bachelor,Financial services ,24,SINGLE,NO,1,73771.21255,NO
30527,30,Doctorate,Manufacturing,8,SINGLE,NO,1,78771.21255,YES
30531,55,Doctorate,Steel ,33,MARRIED,YES,0,95771.21255,NO
30532,38,Master,Transport ,17,MARRIED,NO,2,92771.21255,NO
30535,51,Bachelor,Defense ,31,SINGLE,YES,0,84771.21255,YES
30544,39,Bachelor,Petroleum ,19,SINGLE,NO,2,75771.21255,YES
30545,44,Master,Pharmaceutical ,23,SINGLE,YES,3,80771.21255,YES
30547,37,Master,Pharmaceutical ,16,SINGLE,NO,0,77771.21255,YES
30555,38,Doctorate,Manufacturing,16,MARRIED,YES,2,96771.21255,NO
30557,40,Master,Defense ,19,SINGLE,YES,3,83771.21255,YES
30563,30,Master,Pharmaceutical ,9,SINGLE,NO,1,78771.21255,NO
30565,52,No schooling,Financial services ,34,SINGLE,NO,3,70771.21255,YES
30577,36,Doctorate,Software ,14,SINGLE,NO,2,73771.21255,NO
30591,25,High School,Hospitality ,6,MARRIED,YES,0,92771.21255,NO
30592,28,No schooling,Entertainment ,10,MARRIED,YES,2,77771.21255,NO
30596,29,No schooling,Defense ,11,MARRIED,YES,3,68771.21255,YES
30601,44,Bachelor,Financial services ,24,SINGLE,NO,1,85771.21255,NO
30602,32,Doctorate,Manufacturing,10,SINGLE,NO,3,90771.21255,NO
30606,34,Doctorate,Steel ,12,MARRIED,YES,2,75771.21255,YES
30607,51,Master,Transport ,30,SINGLE,NO,3,90771.21255,NO
30610,44,Bachelor,Defense ,24,SINGLE,YES,3,89771.21255,NO
30619,52,Bachelor,Petroleum ,32,SINGLE,NO,0,63771.21255,NO
30620,33,Master,Pharmaceutical ,12,SINGLE,YES,2,81771.21255,NO
30622,42,Master,Pharmaceutical ,21,MARRIED,YES,2,93771.21255,NO
30630,30,Doctorate,Manufacturing,8,MARRIED,NO,3,74771.21255,YES
30632,41,Master,Defense ,20,SINGLE,YES,0,85771.21255,YES
30638,39,Master,Pharmaceutical ,18,SINGLE,YES,2,90771.21255,YES
30640,28,No schooling,Financial services ,10,SINGLE,YES,3,60771.21255,YES
30652,50,Doctorate,Software ,28,SINGLE,YES,3,89771.21255,YES
30666,47,High School,Hospitality ,28,SINGLE,YES,3,80771.21255,YES
30667,40,No schooling,Entertainment ,22,MARRIED,NO,0,58771.21255,YES
30671,47,No schooling,Defense ,29,SINGLE,YES,2,71771.21255,NO
30676,33,Bachelor,Financial services ,13,MARRIED,YES,1,85771.21255,NO
30677,51,Doctorate,Manufacturing,29,MARRIED,NO,1,98771.21255,NO
30681,52,Doctorate,Steel ,30,SINGLE,YES,0,70771.21255,NO
30682,27,Master,Transport ,6,SINGLE,YES,1,98771.21255,YES
30685,35,Bachelor,Defense ,15,MARRIED,YES,0,78771.21255,YES
30694,36,Bachelor,Petroleum ,16,SINGLE,YES,1,72771.21255,YES
30695,41,Master,Pharmaceutical ,20,SINGLE,NO,0,93771.21255,NO
30697,47,Master,Pharmaceutical ,26,MARRIED,YES,0,93771.21255,NO
30705,38,Doctorate,Manufacturing,16,SINGLE,NO,0,68771.21255,YES
30707,53,Master,Defense ,32,SINGLE,NO,0,101771.2125,NO
30713,36,Master,Pharmaceutical ,15,SINGLE,YES,0,85771.21255,YES
30715,37,No schooling,Financial services ,19,MARRIED,YES,2,88771.21255,NO
30727,34,Doctorate,Software ,12,SINGLE,NO,2,73771.21255,YES
30741,33,High School,Hospitality ,14,SINGLE,NO,2,64771.21255,NO
30742,41,No schooling,Entertainment ,23,SINGLE,NO,3,69771.21255,YES
30746,42,No schooling,Defense ,24,SINGLE,YES,1,81771.21255,NO
30751,38,Bachelor,Financial services ,18,SINGLE,YES,2,90771.21255,NO
30752,41,Doctorate,Manufacturing,19,MARRIED,NO,0,77771.21255,NO
30756,50,Doctorate,Steel ,28,SINGLE,YES,2,89771.21255,YES
30757,31,Master,Transport ,10,MARRIED,YES,3,75771.21255,NO
30760,55,Bachelor,Defense ,35,MARRIED,YES,2,82771.21255,NO
30769,32,Bachelor,Petroleum ,12,MARRIED,YES,1,86771.21255,NO
30770,35,Master,Pharmaceutical ,14,SINGLE,NO,1,79771.21255,YES
30772,35,Master,Pharmaceutical ,14,SINGLE,NO,0,75771.21255,NO
30780,52,Doctorate,Manufacturing,30,SINGLE,NO,3,86771.21255,NO
30782,25,Master,Defense ,4,MARRIED,YES,1,76771.21255,NO
30788,38,Master,Pharmaceutical ,17,SINGLE,NO,0,68771.21255,NO
30790,52,No schooling,Financial services ,34,SINGLE,NO,1,57771.21255,YES
30802,43,Doctorate,Software ,21,MARRIED,YES,2,91771.21255,NO
30816,51,High School,Hospitality ,32,MARRIED,YES,1,70771.21255,NO
30817,36,No schooling,Entertainment ,18,MARRIED,NO,3,65771.21255,NO
30821,30,No schooling,Defense ,12,SINGLE,YES,2,77771.21255,YES
30826,35,Bachelor,Financial services ,15,SINGLE,YES,1,75771.21255,NO
30827,29,Doctorate,Manufacturing,7,SINGLE,YES,1,82771.21255,YES
30831,49,Doctorate,Steel ,27,SINGLE,YES,1,82771.21255,YES
30832,45,Master,Transport ,24,MARRIED,NO,1,93771.21255,YES
30835,49,Bachelor,Defense ,29,SINGLE,NO,2,78771.21255,NO
30844,54,Bachelor,Petroleum ,34,SINGLE,NO,2,90771.21255,NO
30845,34,Master,Pharmaceutical ,13,MARRIED,NO,0,67771.21255,YES
30847,27,Master,Pharmaceutical ,6,SINGLE,YES,0,97771.21255,YES
30855,37,Doctorate,Manufacturing,15,SINGLE,YES,0,83771.21255,YES
30857,46,Master,Defense ,25,SINGLE,YES,1,75771.21255,YES
30863,51,Master,Pharmaceutical ,30,SINGLE,NO,0,90771.21255,YES
30865,49,No schooling,Financial services ,31,SINGLE,NO,0,59771.21255,NO
30877,41,Doctorate,Software ,19,SINGLE,YES,2,90771.21255,NO
30891,41,High School,Hospitality ,22,SINGLE,YES,3,79771.21255,YES
30892,30,No schooling,Entertainment ,12,SINGLE,NO,3,66771.21255,NO
30896,30,No schooling,Defense ,12,MARRIED,YES,3,85771.21255,YES
30901,28,Bachelor,Financial services ,8,SINGLE,NO,2,67771.21255,NO
30902,40,Doctorate,Manufacturing,18,SINGLE,YES,2,95771.21255,NO
30906,29,Doctorate,Steel ,7,SINGLE,YES,1,89771.21255,NO
30907,38,Master,Transport ,17,MARRIED,YES,2,82771.21255,NO
30910,30,Bachelor,Defense ,10,SINGLE,YES,2,97771.21255,YES
30919,29,Bachelor,Petroleum ,9,MARRIED,NO,2,85771.21255,NO
30920,47,Master,Pharmaceutical ,26,SINGLE,NO,2,97771.21255,YES
30922,30,Master,Pharmaceutical ,9,SINGLE,YES,2,96771.21255,NO
30930,44,Doctorate,Manufacturing,22,SINGLE,NO,2,91771.21255,YES
30932,35,Master,Defense ,14,SINGLE,NO,1,92771.21255,NO
30938,51,Master,Pharmaceutical ,30,SINGLE,NO,1,79771.21255,YES
30940,33,No schooling,Financial services ,15,SINGLE,YES,3,72771.21255,NO
30952,44,Doctorate,Software ,22,SINGLE,NO,0,75771.21255,NO
30966,46,High School,Hospitality ,27,SINGLE,YES,3,88771.21255,NO
30967,26,No schooling,Entertainment ,8,SINGLE,NO,3,78771.21255,YES
30971,27,No schooling,Defense ,9,SINGLE,YES,1,78771.21255,YES
30976,46,Bachelor,Financial services ,26,MARRIED,YES,1,99771.21255,YES
30977,53,Doctorate,Manufacturing,31,SINGLE,NO,3,81771.21255,YES
30981,55,Doctorate,Steel ,33,MARRIED,YES,1,92771.21255,YES
30982,49,Master,Transport ,28,SINGLE,NO,2,93771.21255,YES
30985,33,Bachelor,Defense ,13,SINGLE,YES,0,76771.21255,YES
30994,52,Bachelor,Petroleum ,32,SINGLE,YES,2,92771.21255,NO
30995,44,Master,Pharmaceutical ,23,SINGLE,YES,3,81771.21255,YES
30997,25,Master,Pharmaceutical ,4,SINGLE,NO,2,93771.21255,NO
31005,53,Doctorate,Manufacturing,31,SINGLE,YES,3,75771.21255,NO
31007,54,Master,Defense ,33,SINGLE,NO,3,78771.21255,YES
31013,49,Master,Pharmaceutical ,28,SINGLE,NO,3,72771.21255,NO
31015,38,No schooling,Financial services ,20,SINGLE,YES,2,80771.21255,NO
31027,25,Doctorate,Software ,3,MARRIED,YES,2,81771.21255,YES
31041,35,High School,Hospitality ,16,SINGLE,NO,3,77771.21255,YES
31042,41,No schooling,Entertainment ,23,SINGLE,NO,0,72771.21255,NO
31046,47,No schooling,Defense ,29,MARRIED,YES,0,64771.21255,NO
31051,43,Bachelor,Financial services ,23,SINGLE,NO,0,85771.21255,YES
31052,39,Doctorate,Manufacturing,17,SINGLE,YES,0,85771.21255,NO
31056,49,Doctorate,Steel ,27,MARRIED,NO,1,76771.21255,NO
31057,48,Master,Transport ,27,SINGLE,NO,0,78771.21255,YES
31060,49,Bachelor,Defense ,29,MARRIED,NO,0,92771.21255,NO
31069,34,Bachelor,Petroleum ,14,SINGLE,YES,1,64771.21255,NO
31070,33,Master,Pharmaceutical ,12,MARRIED,YES,0,101771.2125,NO
31072,53,Master,Pharmaceutical ,32,SINGLE,NO,0,74771.21255,YES
31080,27,Doctorate,Manufacturing,5,SINGLE,YES,2,74771.21255,NO
31082,29,Master,Defense ,8,MARRIED,YES,1,99771.21255,YES
31088,52,Master,Pharmaceutical ,31,MARRIED,YES,2,86771.21255,YES
31090,33,No schooling,Financial services ,15,SINGLE,YES,2,80771.21255,YES
31102,48,Doctorate,Software ,26,SINGLE,NO,2,81771.21255,NO
31116,31,High School,Hospitality ,12,SINGLE,NO,0,76771.21255,YES
31117,44,No schooling,Entertainment ,26,MARRIED,YES,2,69771.21255,YES
31121,46,No schooling,Defense ,28,SINGLE,YES,1,78771.21255,NO
31126,40,Bachelor,Financial services ,20,SINGLE,NO,1,97771.21255,YES
31127,29,Doctorate,Manufacturing,7,SINGLE,YES,2,77771.21255,YES
31131,32,Doctorate,Steel ,10,SINGLE,NO,0,75771.21255,YES
31132,54,Master,Transport ,33,SINGLE,YES,1,73771.21255,NO
31135,36,Bachelor,Defense ,16,MARRIED,NO,0,97771.21255,YES
31144,53,Bachelor,Petroleum ,33,MARRIED,NO,1,76771.21255,NO
31145,32,Master,Pharmaceutical ,11,SINGLE,NO,1,87771.21255,YES
31147,39,Master,Pharmaceutical ,18,MARRIED,YES,1,79771.21255,NO
31155,44,Doctorate,Manufacturing,22,SINGLE,NO,0,87771.21255,YES
31157,32,Master,Defense ,11,SINGLE,YES,0,82771.21255,NO
31163,55,Master,Pharmaceutical ,34,MARRIED,NO,3,77771.21255,YES
31165,36,No schooling,Financial services ,18,SINGLE,NO,2,66771.21255,YES
31177,46,Doctorate,Software ,24,SINGLE,NO,0,82771.21255,YES
31191,28,High School,Hospitality ,9,MARRIED,NO,1,72771.21255,NO
31192,38,No schooling,Entertainment ,20,SINGLE,NO,0,67771.21255,YES
31196,49,No schooling,Defense ,31,SINGLE,NO,3,86771.21255,NO
31201,36,Bachelor,Financial services ,16,SINGLE,NO,0,62771.21255,NO
31202,31,Doctorate,Manufacturing,9,SINGLE,YES,3,94771.21255,NO
31206,44,Doctorate,Steel ,22,SINGLE,YES,0,100771.2125,YES
31207,34,Master,Transport ,13,SINGLE,NO,2,74771.21255,NO
31210,50,Bachelor,Defense ,30,SINGLE,YES,1,72771.21255,NO
31219,28,Bachelor,Petroleum ,8,SINGLE,NO,3,85771.21255,NO
31220,39,Master,Pharmaceutical ,18,SINGLE,NO,3,85771.21255,NO
31222,45,Master,Pharmaceutical ,24,SINGLE,NO,1,89771.21255,NO
31230,32,Doctorate,Manufacturing,10,MARRIED,YES,0,81771.21255,NO
31232,47,Master,Defense ,26,SINGLE,NO,3,70771.21255,NO
31238,50,Master,Pharmaceutical ,29,SINGLE,YES,2,91771.21255,NO
31240,55,No schooling,Financial services ,37,SINGLE,YES,2,65771.21255,NO
31252,45,Doctorate,Software ,23,SINGLE,NO,1,96771.21255,NO
31266,49,High School,Hospitality ,30,MARRIED,YES,1,65771.21255,NO
31267,52,No schooling,Entertainment ,34,MARRIED,NO,3,70771.21255,NO
31271,54,No schooling,Defense ,36,MARRIED,YES,1,63771.21255,YES
31276,52,Bachelor,Financial services ,32,MARRIED,YES,3,75771.21255,NO
31277,51,Doctorate,Manufacturing,29,SINGLE,NO,0,94771.21255,YES
31281,49,Doctorate,Steel ,27,SINGLE,YES,3,87771.21255,YES
31282,34,Master,Transport ,13,SINGLE,YES,1,92771.21255,NO
31285,29,Bachelor,Defense ,9,MARRIED,YES,0,77771.21255,NO
31294,38,Bachelor,Petroleum ,18,MARRIED,YES,0,70771.21255,NO
31295,44,Master,Pharmaceutical ,23,MARRIED,YES,0,87771.21255,YES
31297,52,Master,Pharmaceutical ,31,SINGLE,YES,3,98771.21255,YES
31305,53,Doctorate,Manufacturing,31,MARRIED,NO,3,89771.21255,YES
31307,39,Master,Defense ,18,MARRIED,YES,0,90771.21255,NO
31313,28,Master,Pharmaceutical ,7,SINGLE,YES,1,73771.21255,YES
31315,37,No schooling,Financial services ,19,SINGLE,NO,1,69771.21255,NO
31327,52,Doctorate,Software ,30,MARRIED,YES,3,68771.21255,NO
31341,32,High School,Hospitality ,13,SINGLE,NO,0,94771.21255,NO
31342,49,No schooling,Entertainment ,31,SINGLE,NO,2,72771.21255,NO
31346,45,No schooling,Defense ,27,MARRIED,NO,3,79771.21255,YES
31351,36,Bachelor,Financial services ,16,SINGLE,YES,0,94771.21255,NO
31352,55,Doctorate,Manufacturing,33,SINGLE,YES,0,76771.21255,NO
31356,30,Doctorate,Steel ,8,MARRIED,YES,2,86771.21255,YES
31357,32,Master,Transport ,11,SINGLE,YES,3,91771.21255,YES
31360,37,Bachelor,Defense ,17,SINGLE,YES,0,86771.21255,NO
31369,33,Bachelor,Petroleum ,13,SINGLE,NO,1,64771.21255,NO
31370,50,Master,Pharmaceutical ,29,SINGLE,YES,0,68771.21255,NO
31372,31,Master,Pharmaceutical ,10,MARRIED,NO,3,73771.21255,NO
31380,37,Doctorate,Manufacturing,15,SINGLE,YES,2,91771.21255,NO
31382,31,Master,Defense ,10,SINGLE,NO,1,85771.21255,NO
31388,50,Master,Pharmaceutical ,29,SINGLE,NO,3,87771.21255,YES
31390,41,No schooling,Financial services ,23,SINGLE,NO,2,77771.21255,NO
31402,27,Doctorate,Software ,5,SINGLE,NO,2,74771.21255,NO
31416,33,High School,Hospitality ,14,SINGLE,YES,2,79771.21255,YES
31417,52,No schooling,Entertainment ,34,MARRIED,NO,3,62771.21255,NO
31421,49,No schooling,Defense ,31,MARRIED,YES,0,67771.21255,NO
31426,32,Bachelor,Financial services ,12,MARRIED,NO,2,61771.21255,YES
31427,45,Doctorate,Manufacturing,23,MARRIED,YES,2,84771.21255,NO
31431,36,Doctorate,Steel ,14,MARRIED,NO,3,69771.21255,NO
31432,39,Master,Transport ,18,SINGLE,YES,0,71771.21255,NO
31435,51,Bachelor,Defense ,31,SINGLE,YES,1,84771.21255,NO
31444,53,Bachelor,Petroleum ,33,MARRIED,NO,2,79771.21255,YES
31445,51,Master,Pharmaceutical ,30,SINGLE,NO,3,76771.21255,YES
31447,39,Master,Pharmaceutical ,18,MARRIED,YES,3,71771.21255,YES
31455,39,Doctorate,Manufacturing,17,SINGLE,YES,2,73771.21255,NO
31457,51,Master,Defense ,30,MARRIED,YES,0,87771.21255,YES
31463,37,Master,Pharmaceutical ,16,SINGLE,NO,3,80771.21255,NO
31465,50,No schooling,Financial services ,32,MARRIED,YES,2,83771.21255,YES
31477,44,Doctorate,Software ,22,SINGLE,YES,3,83771.21255,YES
31491,33,High School,Hospitality ,14,MARRIED,YES,3,79771.21255,YES
31492,36,No schooling,Entertainment ,18,SINGLE,NO,0,73771.21255,NO
31496,46,No schooling,Defense ,28,SINGLE,NO,3,81771.21255,YES
31501,33,Bachelor,Financial services ,13,SINGLE,NO,2,81771.21255,NO
31502,35,Doctorate,Manufacturing,13,MARRIED,YES,2,82771.21255,YES
31506,45,Doctorate,Steel ,23,MARRIED,NO,2,90771.21255,NO
31507,31,Master,Transport ,10,MARRIED,NO,1,80771.21255,NO
31510,44,Bachelor,Defense ,24,SINGLE,YES,3,70771.21255,NO
31519,46,Bachelor,Petroleum ,26,SINGLE,NO,0,85771.21255,YES
31520,29,Master,Pharmaceutical ,8,SINGLE,NO,0,91771.21255,NO
31522,33,Master,Pharmaceutical ,12,SINGLE,YES,0,96771.21255,NO
31530,46,Doctorate,Manufacturing,24,SINGLE,NO,1,91771.21255,YES
31532,27,Master,Defense ,6,MARRIED,NO,2,101771.2125,NO
31538,48,Master,Pharmaceutical ,27,MARRIED,YES,1,84771.21255,NO
31540,52,No schooling,Financial services ,34,MARRIED,NO,2,78771.21255,YES
31552,32,Doctorate,Software ,10,SINGLE,NO,1,78771.21255,NO
31566,51,High School,Hospitality ,32,MARRIED,YES,3,68771.21255,YES
31567,54,No schooling,Entertainment ,36,MARRIED,NO,1,71771.21255,YES
31571,28,No schooling,Defense ,10,SINGLE,NO,0,64771.21255,YES
31576,38,Bachelor,Financial services ,18,MARRIED,YES,3,99771.21255,NO
31577,37,Doctorate,Manufacturing,15,SINGLE,YES,3,69771.21255,NO
31581,42,Doctorate,Steel ,20,SINGLE,YES,1,97771.21255,NO
31582,44,Master,Transport ,23,MARRIED,YES,1,89771.21255,NO
31585,55,Bachelor,Defense ,35,MARRIED,YES,3,88771.21255,YES
31594,39,Bachelor,Petroleum ,19,SINGLE,NO,2,84771.21255,YES
31595,45,Master,Pharmaceutical ,24,SINGLE,NO,2,80771.21255,NO
31597,40,Master,Pharmaceutical ,19,SINGLE,YES,0,98771.21255,NO
31605,54,Doctorate,Manufacturing,32,MARRIED,YES,3,79771.21255,NO
31607,36,Master,Defense ,15,SINGLE,YES,2,88771.21255,NO
31613,49,Master,Pharmaceutical ,28,MARRIED,YES,3,102771.2125,YES
31615,45,No schooling,Financial services ,27,SINGLE,YES,1,72771.21255,YES
31627,51,Doctorate,Software ,29,SINGLE,NO,3,89771.21255,NO
31641,43,High School,Hospitality ,24,SINGLE,NO,2,93771.21255,NO
31642,26,No schooling,Entertainment ,8,SINGLE,YES,1,68771.21255,YES
31646,54,No schooling,Defense ,36,SINGLE,NO,3,68771.21255,YES
31651,52,Bachelor,Financial services ,32,SINGLE,NO,2,83771.21255,YES
31652,34,Doctorate,Manufacturing,12,MARRIED,NO,2,80771.21255,YES
31656,38,Doctorate,Steel ,16,SINGLE,NO,0,82771.21255,NO
31657,40,Master,Transport ,19,SINGLE,NO,1,81771.21255,NO
